_id,city,salary,experience,education,company,companyType,salary_type,salary_min,salary_max,province,is_outlier
080c3215af26a8fb957deb3adeda269fxk,K115,80-120元/天,Eby,GP,company_115993,type_bMfEOy,D,20000,30000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,190-200元/天,Eby,GP,company_257183,type_BPRUkx,D,47500,50000,K,False
dd16ebae4e718c8715a7f8ac7383c1cfxI,K115,120-130元/天,Eby,GP,company_425264,type_BPRUkx,D,30000,32500,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-200元/天,Eby,GP,company_371494,type_irYhZM,D,37500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,120-200元/天,Eby,GP,company_088581,type_BLfSmG,D,30000,50000,K,False
dd16ebae4e718c8715a7f8ac7383c1cfxI,K115,120-180元/天,Eby,GP,company_370090,type_BLfSmG,D,30000,45000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-180元/天,Eby,GP,company_255855,type_ZcPYrP,D,37500,45000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-200元/天,Eby,GP,company_122525,type_FdhMSx,D,37500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,200-210元/天,Eby,GP,company_532480,type_lOdYUb,D,50000,52500,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,170-200元/天,Eby,GP,company_376204,type_CbBLwi,D,42500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-160元/天,Eby,GP,company_979260,type_YwwqZR,D,37500,40000,K,False
dd16ebae4e718c8715a7f8ac7383c1cfxI,K115,160-220元/天,Eby,GP,company_692549,type_lOdYUb,D,40000,55000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,140-150元/天,Eby,GP,company_372161,type_BLfSmG,D,35000,37500,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-200元/天,Eby,GP,company_750426,type_NKZQoO,D,37500,50000,K,False
dd16ebae4e718c8715a7f8ac7383c1cfxI,K115,150-200元/天,Eby,GP,company_293503,type_BLfSmG,D,37500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-250元/天,Eby,GP,company_287931,type_fvIHbx,D,37500,62500,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,100-150元/天,Eby,GP,company_834586,type_BPRUkx,D,25000,37500,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,130-170元/天,Eby,GP,company_305368,type_qhLBWb,D,32500,42500,K,False
dd16ebae4e718c8715a7f8ac7383c1cfxI,K115,200-300元/天,Eby,GP,company_507082,type_ruszQK,D,50000,75000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-200元/天,Eby,GP,company_724093,type_qhLBWb,D,37500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,160-180元/天,Eby,GP,company_547431,type_irYhZM,D,40000,45000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,200-220元/天,Eby,GP,company_523060,type_BLfSmG,D,50000,55000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-200元/天,Eby,GP,company_608992,type_ZcPYrP,D,37500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,120-200元/天,Eby,GP,company_546600,type_PkWZvJ,D,30000,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-200元/天,Eby,GP,company_855839,type_qGLNuz,D,37500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,140-160元/天,Eby,GP,company_266329,type_birMPO,D,35000,40000,K,False
5079216ae465726215817e0298bb79e7Wd,K115,150-200元/天,Eby,GP,company_532350,type_pmgfTy,D,37500,50000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,200-250元/天,Eby,GP,company_043666,type_gtGYMQ,D,50000,62500,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,150-220元/天,Eby,GP,company_039058,type_BmzsHA,D,37500,55000,K,False
080c3215af26a8fb957deb3adeda269fxk,K115,100-150元/天,Eby,GP,company_425264,type_BPRUkx,D,25000,37500,K,False
dd16ebae4e718c8715a7f8ac7383c1cfxI,K115,80-150元/天,Eby,GP,company_017147,type_BPRUkx,D,20000,37500,K,False
8487749a1fbde1b589d9f3ad3de7512cHC,K115,140-160元/天,Eby,GP,company_467503,type_xvJgzl,D,35000,40000,K,False
62309056c4ec13097abf21bc13e98efcHQ,K115,250-300元/天,Eby,GP,company_140589,type_NKZQoO,D,62500,75000,K,False
e243b231d54650472d5469cdbad03e56Au,K115,40-45元/时,EdD,GP,company_390847,type_qrSFSq,H,80000,90000,K,False
1107303ead66d03430a510dee038c7b1uo,K115,150-200元/天,Eby,GP,company_471283,type_uTAWZv,D,37500,50000,K,False
1107303ead66d03430a510dee038c7b1uo,K115,20-25元/时,EdD,Gy,company_734375,type_uTAWZv,H,40000,50000,K,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,K115,100-150元/天,Eby,GP,company_650800,type_vrMpBQ,D,25000,37500,K,False
c890a0040cb507a3c9e406e90f7b20f0ZU,K115,100-200元/天,Eby,GP,company_735258,type_SNJDAt,D,25000,50000,K,False
ab15415f67808a17b97f8ce7c09c046fQB,K115,150-200元/天,Eby,GP,company_244677,type_fvIHbx,D,37500,50000,K,False
57096dcfbdfaff0e9efcb73c1b92c954fF,K115,150-200元/天,Eby,GP,company_872561,type_fvIHbx,D,37500,50000,K,False
48088872fd672c02e33cdf191d88f4f3ZU,K115,200-250元/天,Eby,GP,company_985901,type_fvIHbx,D,50000,62500,K,False
5a5134580257a0e8ed6aeb3409ea7bceoV,K115,100-150元/天,Eby,GP,company_988170,type_qhLBWb,D,25000,37500,K,False
cf8025d88a7ef18800686dbd36ecfae1dF,K115,200-300元/天,Eby,GP,company_168492,type_qhLBWb,D,50000,75000,K,False
cf8025d88a7ef18800686dbd36ecfae1dF,K115,400-3500元/周,EzN,Gx,company_745476,type_lOdYUb,W,20000,175000,K,False
cdb6e01527a77d5a9878138b46dedd99uS,K115,120-150元/时,EdD,GP,company_640721,type_lOdYUb,H,240000,300000,K,False
9e483e0aa193b102b1d1ebce0bd7d21eRK,K115,120-150元/时,EzN,Gx,company_242770,type_lOdYUb,H,240000,300000,K,False
002ae8d10c5ec26fae90a0976f72eacfoE,K115,120-150元/时,Eas,Gx,company_067866,type_lOdYUb,H,240000,300000,K,False
9e483e0aa193b102b1d1ebce0bd7d21eRK,K115,120-150元/时,Eqh,Gx,company_388520,type_lOdYUb,H,240000,300000,K,False
cdb6e01527a77d5a9878138b46dedd99uS,K115,120-150元/天,Eby,GP,company_510212,type_lOdYUb,D,30000,37500,K,False
a7ce93b63f12684e9022b4e772da1f90QN,K115,120-150元/时,Eqh,Gx,company_458894,type_lOdYUb,H,240000,300000,K,False
777ffb2a20d200ac261ba86d8d632035dR,K115,100-150元/时,Eas,Gx,company_110711,type_lOdYUb,H,200000,300000,K,False
a7ce93b63f12684e9022b4e772da1f90QN,K115,25-50元/时,Eas,Gx,company_426963,type_lOdYUb,H,50000,100000,K,False
17e23a28b86129f32adfd7d086182761as,K115,100-190元/天,Eby,GP,company_998784,type_lOdYUb,D,25000,47500,K,False
9e483e0aa193b102b1d1ebce0bd7d21eRK,K115,120-400元/时,EdD,Gx,company_750061,type_lOdYUb,H,240000,800000,K,False
4ec8f9d51f30f104abab956fde878822iH,K115,100-200元/时,EzN,Gx,company_422314,type_lOdYUb,H,200000,400000,K,False
f4b9bbc70d62642aad172544b3ebaba5dV,K115,200-300元/天,Eas,GI,company_867715,type_fvIHbx,D,50000,75000,K,False
002ae8d10c5ec26fae90a0976f72eacfoE,K115,80-200元/时,Eas,GI,company_193689,type_lOdYUb,H,160000,400000,K,False
cdb6e01527a77d5a9878138b46dedd99uS,K115,150-300元/天,Eas,GP,company_241908,type_lOdYUb,D,37500,75000,K,False
5f0a1063f880bf0aff00ca4bdea85623Ha,K115,180-220元/天,Eby,GP,company_522467,type_jIzdnZ,D,45000,55000,K,False
1d46faea2fafa0fd9882b1024074a3a9pl,K115,150-200元/天,Eby,GP,company_437605,type_vrMpBQ,D,37500,50000,K,False
1d46faea2fafa0fd9882b1024074a3a9pl,K115,90-180元/天,Eby,GP,company_291382,type_qrSFSq,D,22500,45000,K,False
13eac268bcc73529f5806311a1f65002tg,K115,200-250元/天,Eby,GP,company_362669,type_lOdYUb,D,50000,62500,K,False
1d46faea2fafa0fd9882b1024074a3a9pl,K115,50-60元/天,Eby,GP,company_206577,type_lwxCGv,D,12500,15000,K,False
1d46faea2fafa0fd9882b1024074a3a9pl,K115,130-200元/天,Eby,GP,company_607756,type_WdjlyG,D,32500,50000,K,False
4e8253d6c20af58d080dfe5c4efd64b2Bd,K115,180-220元/天,Eby,GP,company_698957,type_HcIRlZ,D,45000,55000,K,False
f0454498b307ac2d12748e65f717c6a0Yn,K115,120-150元/时,EdD,GP,company_155804,type_jIzdnZ,H,240000,300000,K,False
da5b59bd382fef28c074fa775fcde84dKZ,K115,150-200元/天,Eby,GP,company_446508,type_YgqIFe,D,37500,50000,K,False
eb8a50987da12c63d9024b6ef24caa5aYA,K115,150-200元/天,Eby,GP,company_284809,type_HfjYoW,D,37500,50000,K,False
0cf5da7bb05dfb15718653637b8df718vT,K115,50-60元/天,Eas,GP,company_344556,type_HfjYoW,D,12500,15000,K,False
170eaab0b17213d28246a4a663cec0d4aD,K115,180-200元/天,Eby,GP,company_022126,type_HfjYoW,D,45000,50000,K,False
d4c894e72cbcba3ee54f16b94c185a4bJB,K115,150-200元/天,Eby,GP,company_017641,type_MDYYNy,D,37500,50000,K,False
07be0b2bf62207bd9e861534e5e53168sg,K115,150-200元/天,Eby,GP,company_744834,type_YwwqZR,D,37500,50000,K,False
9a816beee95f715b15b050e4fd5b9c1dxn,K115,200-350元/天,Eby,GP,company_727774,type_HfjYoW,D,50000,87500,K,False
5b4ac6eb78ba7d3ff792a81d18b44408Ko,K115,200-250元/天,Eby,GP,company_695101,type_xjtctu,D,50000,62500,K,False
edfdae20fa2c389f4f33bf0021264abcnx,K115,200-600元/天,EdD,GP,company_267840,type_qhLBWb,D,50000,150000,K,False
edfdae20fa2c389f4f33bf0021264abcnx,K115,35-50元/时,Eqh,Go,company_959475,type_lOdYUb,H,70000,100000,K,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,K115,150-200元/天,Eby,Gw,company_674304,type_MDYYNy,D,37500,50000,K,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,K115,130-150元/天,Eby,GP,company_795669,type_HfjYoW,D,32500,37500,K,False
f259ba5ebbd84567d1a85ae6dabfebf7Yn,K115,150-200元/天,Eby,GP,company_196964,type_HfjYoW,D,37500,50000,K,False
0cf5da7bb05dfb15718653637b8df718vT,K115,130-230元/天,Eby,GP,company_361187,type_HfjYoW,D,32500,57500,K,False
4cecda1839b9a0a60ef7b2b2745cd185ad,K115,350-400元/天,EdD,GP,company_280572,type_qrSFSq,D,87500,100000,K,False
8bc2601dfe86b831e3bb23ac598218cbIs,K115,35-40元/时,EdD,GP,company_327280,type_vjgYNw,H,70000,80000,K,False
9e12f240e482ebf51951cc5a53f7319csS,K115,200-400元/天,Eas,GP,company_401999,type_PCcrub,D,50000,100000,K,False
9904020341cefe824be71f68c5c4ab1bWw,K115,100-200元/天,Eby,GP,company_264124,type_BmzsHA,D,25000,50000,K,False
9904020341cefe824be71f68c5c4ab1bWw,K115,150-300元/天,Eby,GP,company_575075,type_ZcPYrP,D,37500,75000,K,False
ebbb8d69795b5ecd3bc21e55da5085f5pt,K115,110-120元/天,Eby,GP,company_032338,type_gtGYMQ,D,27500,30000,K,False
ebbb8d69795b5ecd3bc21e55da5085f5pt,K115,180-190元/天,Eby,GP,company_837807,type_qkdgGE,D,45000,47500,K,False
ebbb8d69795b5ecd3bc21e55da5085f5pt,K115,120-130元/天,Eby,GP,company_026533,type_BPRUkx,D,30000,32500,K,False
3bb33fce4818ece3d3df801d0d8705b5WJ,K115,150-200元/天,Eby,GP,company_652577,type_bMfEOy,D,37500,50000,K,False
dd2e98c9f488036a4c18ff411ffac2a8Xy,K115,150-200元/天,Eby,GP,company_062580,type_gtGYMQ,D,37500,50000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-200元/天,Eby,GP,company_999255,type_BByMdf,D,25000,50000,K,False
3bb33fce4818ece3d3df801d0d8705b5WJ,K115,50-100元/天,Eby,GP,company_543211,type_qkdgGE,D,12500,25000,K,False
3bb33fce4818ece3d3df801d0d8705b5WJ,K115,150-200元/天,Eby,GP,company_185973,type_gtGYMQ,D,37500,50000,K,False
3bb33fce4818ece3d3df801d0d8705b5WJ,K115,150-200元/天,Eby,GP,company_866885,type_PkWZvJ,D,37500,50000,K,False
3bb33fce4818ece3d3df801d0d8705b5WJ,K115,150-220元/天,Eby,GP,company_345630,type_gtGYMQ,D,37500,55000,K,False
8f6c20fe344ce3f24f099c0c1ebb7892WE,K115,200-250元/天,Eby,GP,company_473468,type_PkWZvJ,D,50000,62500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-200元/天,Eby,GP,company_470243,type_BByMdf,D,25000,50000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-150元/天,Eby,GP,company_392507,type_BByMdf,D,25000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-200元/天,Eby,GP,company_865690,type_BByMdf,D,25000,50000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-120元/天,Eby,GP,company_431354,type_BByMdf,D,25000,30000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-120元/天,Eby,GP,company_421372,type_BByMdf,D,25000,30000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,140-160元/天,Eby,GP,company_516427,type_BByMdf,D,35000,40000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-120元/天,Eby,Gw,company_841930,type_BByMdf,D,25000,30000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,150-200元/天,Eby,GP,company_306145,type_OGhnqx,D,37500,50000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,120-200元/天,Eby,GP,company_855565,type_qhLBWb,D,30000,50000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-150元/天,Eby,GP,company_313851,type_BByMdf,D,25000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-150元/天,Eby,GP,company_894589,type_BByMdf,D,25000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,150-200元/天,EdD,Gx,company_424243,type_BLfSmG,D,37500,50000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-200元/天,Eby,GP,company_994792,type_BByMdf,D,25000,50000,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-150元/天,Eby,GP,company_991267,type_pmgfTy,D,25000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,140-150元/天,Eby,GP,company_448386,type_pmgfTy,D,35000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-150元/天,Eby,GP,company_112634,type_BByMdf,D,25000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-150元/天,Eby,GP,company_296788,type_DiAZyX,D,25000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,120-150元/天,Eby,GP,company_194461,type_BByMdf,D,30000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,100-150元/天,Eby,GP,company_704861,type_BByMdf,D,25000,37500,K,False
15d3753085d386f193e30f663a2137a2iY,K115,190-200元/天,Eby,GP,company_582857,type_MhfbrD,D,47500,50000,K,False
b2ee12a411cbfab4f81ce05ff67464dbOY,Y232,30-45元/时,EdD,GP,company_305072,type_PCcrub,H,60000,90000,Y,False
c226e474779045aae779b77b74d99a05UR,Y232,100-200元/天,Eby,GP,company_200861,type_cPyqFN,D,25000,50000,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,150-200元/天,Eby,GP,company_455108,type_sfleWH,D,37500,50000,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,100-120元/天,Eby,GP,company_357938,type_BLfSmG,D,25000,30000,Y,False
b2ee12a411cbfab4f81ce05ff67464dbOY,Y232,150-200元/天,Eby,GP,company_584556,type_fFlUqG,D,37500,50000,Y,False
c226e474779045aae779b77b74d99a05UR,Y232,150-200元/天,Eby,GP,company_184131,type_kCfcsh,D,37500,50000,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,120-150元/天,Eby,GP,company_067535,type_CbBLwi,D,30000,37500,Y,False
3896ac0c41340ac06686eb161a775aa6kx,Y232,150-200元/天,Eby,GP,company_938487,type_cPyqFN,D,37500,50000,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,110-120元/天,Eby,GP,company_986022,type_BLfSmG,D,27500,30000,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,150-200元/天,Eby,GP,company_155850,type_BLfSmG,D,37500,50000,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,140-150元/天,Eby,GP,company_221605,type_CbBLwi,D,35000,37500,Y,False
3ffc364101c1f5bc60960bfc1715cb3bWT,Y232,100-200元/天,Eby,Gw,company_862955,type_HcIRlZ,D,25000,50000,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,120-130元/天,Eby,GP,company_466052,type_BLfSmG,D,30000,32500,Y,False
482f80be00d24de7039bf54746f358adnW,Y232,120-150元/天,Eby,GP,company_683742,type_CbBLwi,D,30000,37500,Y,False
f672e6b39b34ce0e33d1ad337ab87427JY,Y232,20-50元/时,EdD,Go,company_207711,type_pmgfTy,H,40000,100000,Y,False
3f872915752014a99a1396866f96bc72hj,Y232,100-150元/天,Eby,GP,company_305009,type_gtGYMQ,D,25000,37500,Y,False
d00053d7c20d37caab1b1c51080fe900Vc,Y232,90-120元/天,Eby,GP,company_453161,type_QbeiZo,D,22500,30000,Y,False
ac1651a50de03698903b5e7451f79526nm,Y232,200-400元/天,EdD,GP,company_786829,type_QbeiZo,D,50000,100000,Y,False
d00053d7c20d37caab1b1c51080fe900Vc,Y232,200-300元/天,Eby,Gw,company_578146,type_amzGIA,D,50000,75000,Y,False
ef7345d55a0373ab32874151f895a9c0Os,Y232,120-130元/天,Eby,GP,company_685246,type_CbBLwi,D,30000,32500,Y,False
b2e29481c858ce6e5b476d580265fc23yS,Y232,80-120元/天,Eby,GP,company_640702,type_jIzdnZ,D,20000,30000,Y,False
1757749717a5abbb21eb8ffd64bdb7c8OG,Y232,180-220元/天,EdD,GP,company_982019,type_irYhZM,D,45000,55000,Y,False
bfbc45b05c5a4425210cd2cb3d84ae09GC,Y232,450-550元/天,Eby,GP,company_242531,type_YwwqZR,D,112500,137500,Y,False
f52c5c767c6f83788205d26ce95ecf78qg,Y232,130-160元/天,Eby,GP,company_361754,type_qGLNuz,D,32500,40000,Y,False
3bb33fce4818ece3d3df801d0d8705b5WJ,Y232,200-250元/天,Eby,GP,company_657307,type_vOhwEs,D,50000,62500,Y,False
1cc40b930be4012a7ac69232e305b1b6OV,Y232,120-150元/天,Eby,GP,company_695185,type_SNJDAt,D,30000,37500,Y,False
3f872915752014a99a1396866f96bc72hj,Y232,100-120元/天,Eby,GP,company_875038,type_qrSFSq,D,25000,30000,Y,False
3f872915752014a99a1396866f96bc72hj,Y232,140-150元/天,Eby,GP,company_495024,type_IWPTYt,D,35000,37500,Y,False
3f872915752014a99a1396866f96bc72hj,Y232,100-110元/天,Eby,GP,company_119104,type_gtGYMQ,D,25000,27500,Y,False
95bd43b76b27bcc73a58c095c4c35960nQ,Y232,100-110元/天,Eby,Gw,company_021934,type_lYwbWD,D,25000,27500,Y,False
79977d206c55c53546e52e9a1e8f9c14qP,Y232,100-120元/天,Eby,GP,company_569430,type_jIzdnZ,D,25000,30000,Y,False
79977d206c55c53546e52e9a1e8f9c14qP,Y232,100-150元/天,Eby,GP,company_994304,type_BLfSmG,D,25000,37500,Y,False
79977d206c55c53546e52e9a1e8f9c14qP,Y232,100-140元/天,Eby,GP,company_460643,type_xjtctu,D,25000,35000,Y,False
79977d206c55c53546e52e9a1e8f9c14qP,Y232,100-150元/天,Eby,GP,company_234984,type_pmgfTy,D,25000,37500,Y,False
79977d206c55c53546e52e9a1e8f9c14qP,Y232,100-120元/天,Eby,GP,company_373552,type_XqvUzw,D,25000,30000,Y,False
79977d206c55c53546e52e9a1e8f9c14qP,Y232,140-150元/天,Eby,GP,company_394731,type_vOhwEs,D,35000,37500,Y,False
8104e998e1eb43056a7365ae600c5697hG,Y232,100-110元/天,Eby,GP,company_378131,type_wiXJCA,D,25000,27500,Y,False
600a4de652c1b94b122b5b1a72cdf8baqf,Y232,200-350元/天,Eby,GP,company_741283,type_qnHODO,D,50000,87500,Y,False
947b91653b955d9d1f8435b7a0639806QW,Y232,200-350元/天,Eby,GP,company_520003,type_XiYUxk,D,50000,87500,Y,False
7d02306d53218b69cb5aaed5b14b469bYj,Y232,80-120元/天,Eby,GP,company_778412,type_fvIHbx,D,20000,30000,Y,False
5a5134580257a0e8ed6aeb3409ea7bceoV,Y232,150-200元/天,Eby,GP,company_746330,type_fWnADK,D,37500,50000,Y,False
cf8025d88a7ef18800686dbd36ecfae1dF,Y232,140-150元/天,Eby,GP,company_814685,type_lOdYUb,D,35000,37500,Y,False
62c341afd686626e372fcfdfc6091dd7RX,Y232,60-75元/时,Eas,Gx,company_928199,type_lOdYUb,H,120000,150000,Y,False
9865a49e57bfe8c2ccc8da3d317cd567JS,Y232,50-80元/时,EdD,GP,company_011796,type_lOdYUb,H,100000,160000,Y,False
62c341afd686626e372fcfdfc6091dd7RX,Y232,300-400元/天,EKk,Gx,company_096644,type_lOdYUb,D,75000,100000,Y,False
9e483e0aa193b102b1d1ebce0bd7d21eRK,Y232,300-500元/时,EdD,GI,company_401298,type_lOdYUb,H,600000,1000000,Y,False
c47dbf19bd77fdc04d26486bd2257e7erh,Y232,150-250元/天,Eas,Gx,company_111671,type_lOdYUb,D,37500,62500,Y,False
4ec8f9d51f30f104abab956fde878822iH,Y232,20-30元/时,EKk,Gy,company_649915,type_lOdYUb,H,40000,60000,Y,False
4ec8f9d51f30f104abab956fde878822iH,Y232,70-85元/时,Eas,GI,company_390125,type_lOdYUb,H,140000,170000,Y,False
4ec8f9d51f30f104abab956fde878822iH,Y232,150-180元/天,EdD,GI,company_067206,type_lOdYUb,D,37500,45000,Y,False
af0004bd8da6280f5022c07a20904134tK,Y232,120-160元/天,Eby,GP,company_772975,type_lOdYUb,D,30000,40000,Y,False
f4b9bbc70d62642aad172544b3ebaba5dV,Y232,25-150元/时,EdD,GI,company_721038,type_plzlSo,H,50000,300000,Y,False
af0004bd8da6280f5022c07a20904134tK,Y232,120-150元/时,Eas,GI,company_542522,type_lOdYUb,H,240000,300000,Y,False
b459f2a448b3b177093919075c76df3fAW,Y232,75-150元/时,Eas,Gx,company_935608,type_lOdYUb,H,150000,300000,Y,False
d4d808d040c1e0c0a6e48059d362b3besU,Y232,120-160元/天,Eby,GP,company_785563,type_BLfSmG,D,30000,40000,Y,False
39bb73f0eb887fa83a22fce8484b15b7Gu,Y232,100-120元/天,Eby,GP,company_257821,type_cPyqFN,D,25000,30000,Y,False
39bb73f0eb887fa83a22fce8484b15b7Gu,Y232,200-250元/天,Eby,GP,company_090856,type_xjtctu,D,50000,62500,Y,False
39bb73f0eb887fa83a22fce8484b15b7Gu,Y232,120-130元/天,Eby,GP,company_291752,type_BPRUkx,D,30000,32500,Y,False
c11146a507f82b62aee9f4b81f6f3223Sy,Y232,100-150元/天,Eby,Gw,company_489432,type_qrSFSq,D,25000,37500,Y,False
39bb73f0eb887fa83a22fce8484b15b7Gu,Y232,100-150元/天,Eby,GP,company_359534,type_BLfSmG,D,25000,37500,Y,False
39bb73f0eb887fa83a22fce8484b15b7Gu,Y232,150-250元/天,Eby,GP,company_358953,type_BLfSmG,D,37500,62500,Y,False
c11146a507f82b62aee9f4b81f6f3223Sy,Y232,150-200元/天,Eby,GP,company_358953,type_BLfSmG,D,37500,50000,Y,False
534153744af8afe2c702dac2f551bb52kB,Y232,100-150元/天,Eby,GP,company_812027,type_lYwbWD,D,25000,37500,Y,False
534153744af8afe2c702dac2f551bb52kB,Y232,100-150元/天,Eby,GP,company_576475,type_fWnADK,D,25000,37500,Y,False
689b547209c63692901d733967ee5372Jm,Y232,100-200元/天,EdD,GP,company_982019,type_irYhZM,D,25000,50000,Y,False
1b630a56b891fb187d5a5b4d4b4c8ab0bV,Y232,150-200元/天,Eby,GP,company_225083,type_cPyqFN,D,37500,50000,Y,False
5b43e275bb223ae7bee9808b618a3467ws,Y232,100-110元/天,Eby,GP,company_136628,type_rEfHmL,D,25000,27500,Y,False
1b7d252ac6eb39369d451499cf605e70dh,Y232,100-200元/天,Eby,GP,company_415996,type_HfjYoW,D,25000,50000,Y,False
eeca747b2fa2c66140f17f88fad66fb7SB,Y232,120-130元/天,Eby,GP,company_676096,type_lOdYUb,D,30000,32500,Y,False
197912d000fd1ef402411b6ebe142b37Ji,Y232,100-150元/天,Eby,GP,company_744339,type_pmgfTy,D,25000,37500,Y,False
5ffeb97e689cdf3fb3c9be1bb3336d07ks,Y232,120-130元/天,Eby,GP,company_097097,type_qGLNuz,D,30000,32500,Y,False
fd55d801c8d17e6602b0d38428637660cA,Y232,500-600元/天,Eas,GI,company_791444,type_yZblEo,D,125000,150000,Y,False
9f8c93e79b3b6b937ba53304f4c66c56NZ,Y232,120-150元/时,Eqh,Gx,company_826226,type_lOdYUb,H,240000,300000,Y,False
9f8c93e79b3b6b937ba53304f4c66c56NZ,Y232,80-120元/时,Eas,Gx,company_298007,type_lOdYUb,H,160000,240000,Y,False
c31759a7c06bf3c3b95ee6a39780c633Dv,Y232,100-150元/天,Eby,GJ,company_648563,type_ZcPYrP,D,25000,37500,Y,False
cdfa67e88a0174341c447c1527df72bcri,Y232,150-180元/天,Eby,GP,company_487390,type_cPyqFN,D,37500,45000,Y,False
d669436e131961c0873228a725197ed5eg,Y232,120-170元/天,Eby,GP,company_405544,type_pmgfTy,D,30000,42500,Y,False
c71978e9b5995cc439f2ada86c0886c1lE,Y232,50-60元/时,EdD,GI,company_152011,type_BByMdf,H,100000,120000,Y,False
d669436e131961c0873228a725197ed5eg,Y232,120-150元/天,Eby,GP,company_745573,type_CbBLwi,D,30000,37500,Y,False
197912d000fd1ef402411b6ebe142b37Ji,Y232,190-380元/天,Eby,GP,company_745690,type_lOdYUb,D,47500,95000,Y,False
0f788cd8169f5149bc519e585cf7148bGu,P949,100-200元/天,Eby,GP,company_787638,type_BLfSmG,D,25000,50000,P,False
0f788cd8169f5149bc519e585cf7148bGu,P949,160-200元/天,Eby,GP,company_997566,type_cTQtSq,D,40000,50000,P,False
dc46a9f8e707da98ecc9f75c5d8412f6ig,P949,150-200元/天,Eby,GP,company_269289,type_plzlSo,D,37500,50000,P,False
4f7f001bdbae6c195a6d7ba55b98dca1pf,P949,130-180元/天,Eby,GP,company_006790,type_BLfSmG,D,32500,45000,P,False
ca703bb7825cce9999c1d3b71da5b747wR,P949,180-210元/天,Eby,GP,company_823307,type_QZOppi,D,45000,52500,P,False
ca703bb7825cce9999c1d3b71da5b747wR,P949,200-250元/天,Eby,GP,company_071056,type_IWPTYt,D,50000,62500,P,False
ce51c5133a435e38c46ac90111f896aesp,P949,80-120元/时,Eqh,Gx,company_138106,type_BLfSmG,H,160000,240000,P,False
ce51c5133a435e38c46ac90111f896aesp,P949,350-400元/天,Eas,GI,company_479787,type_qrSFSq,D,87500,100000,P,False
78758734641d5af094759e0193cc1b8bEU,P949,35-40元/时,EdD,Gx,company_828545,type_SkCZro,H,70000,80000,P,False
ce51c5133a435e38c46ac90111f896aesp,P949,100-120元/时,Eas,Gx,company_478624,type_vOhwEs,H,200000,240000,P,False
3be158e202864dd4ac9e0fae11824e15GZ,P949,150-400元/天,EdD,GP,company_527202,type_kCfcsh,D,37500,100000,P,False
